item_id,item_name,total_revenue,row_number,rank,dense_rank
9196268,Google Large White Gift Bag 5/PK,125.0,483,482,354
9199126,Google Land & Sea Tech Taco,125.0,482,482,354
9196428,Stan and Friends Tee Green,124.0,484,484,355
9196913,#IamRemarkable Ladies T-Shirt,123.0,485,485,356
9196689,Google Youth Badge Tee Olive,121.0,486,486,357
9195225,Google Youth FC Tee Charcoal,120.0,487,487,358
9196687,Google Youth Badge Tee Navy,120.0,489,487,358
9196407,Android Garden Tee Orange,120.0,488,487,358
9197391,Google LA Campus Ladies Tee,120.0,490,487,358
9197812,Google Large Pet Collar (Red/Yellow),119.0,491,491,359
9196700,Google Youth Hero Tee Maroon,119.0,492,491,359
9196926,Google Cambridge Campus Unisex Tee,116.0,493,493,360
9196981,Google Chicago Campus Unisex Tee,116.0,495,493,360
9196429,Stan and Friends Tee Green,116.0,494,493,360
9197415,Google SF Campus Zip Hoodie,114.0,496,496,361
9196681,Google Toddler Hero Tee Olive,114.0,497,496,361
9197399,Google LA Campus Bottle,113.0,499,498,362
9194991,Google Women's Grid Zip-Up,113.0,498,498,362
9190336,YouTube Small Sticker Sheet,112.0,501,500,363
9196445,Google Beekeepers Youth Tee Pink,112.0,502,500,363
9197371,Google Infant Hero Tee Olive,112.0,503,500,363
9196959,Google NYC Campus Ladies Tee,112.0,500,500,363
9196688,Google Youth Badge Tee Navy,110.0,506,504,364
9196841,Android Pocket Youth Tee Navy,110.0,504,504,364
9185161,Google Crewneck Sweatshirt Grey,110.0,505,504,364
9196821,Android Pocket Toddler Tee Navy,109.0,507,507,365
9195252,Google Youth FC Zip Hoodie,108.0,508,508,366
9196845,Android Iconic Sticker Sheet,107.0,509,509,367
9195842,Google Pen Bright Blue,106.0,511,510,368
9196237,Android Puzzlebot v2,106.0,510,510,368
9196690,Google Youth Badge Tee Olive,105.0,513,512,369
9196685,Google Youth Badge Tee Navy,105.0,514,512,369
9188231,Google Recycled Notebook Set Natural,105.0,512,512,369
9195744,Google Dino Game Tee,104.0,515,515,370
9197392,Google LA Campus Ladies Tee,102.0,522,516,371
9196411,Google Beekeepers Tee Mint,102.0,521,516,371
9196442,Stan and Friends Toddler Tee Green,102.0,517,516,371
9197405,Google SF Campus Unisex Tee,102.0,516,516,371
9197381,Google LA Campus Unisex Tee,102.0,520,516,371
9197955,Google Mountain View Campus Unisex Tee,102.0,518,516,371
9196432,Stan and Friends Onesie Green,102.0,519,516,371
9181148,Gift Card- $100.00,100.0,524,523,372
9197396,Google LA Campus Tote,100.0,523,523,372
9199207,Google Land & Sea French Terry Sweatshirt,99.0,526,525,373
9196744,Google Men's Softshell Moss,99.0,525,525,373
9195790,YouTube Icon Tee Charcoal,98.0,529,527,374
9197015,Google Austin Campus Ladies Tee,98.0,533,527,374
9195016,Google Women's Discovery Lt. Rain Shell,98.0,532,527,374
9195017,Google Women's Discovery Lt. Rain Shell,98.0,534,527,374
9196443,Stan and Friends Toddler Tee Green,98.0,527,527,374
9195011,Google Men's Discovery Lt. Rain Shell,98.0,531,527,374
9197591,Google Kirkland Campus Unisex Tee,98.0,530,527,374
9196961,Google NYC Campus Ladies Tee,98.0,528,527,374
9195883,Unisex Google Pocket Tee Grey,96.0,540,535,375
9195826,YouTube Standards Zip Hoodie Black,96.0,537,535,375
9195910,Womens Google Striped LS,96.0,539,535,375
9196686,Google Youth Badge Tee Navy,96.0,538,535,375
9195208,Google Tudes Recycled Tee,96.0,541,535,375
9196964,Google NYC Campus Zip Hoodie,96.0,542,535,375
9197985,Google Sunnyvale Campus Zip Hoodie,96.0,535,535,375
9197041,Google Toddler Hero Tee Black,96.0,536,535,375
9196683,Google Toddler Hero Tee Olive,95.0,544,543,376
9196641,Google Toddler Tee White,95.0,543,543,376
9197040,Google Toddler Hero Tee Black,92.0,546,545,377
9195908,Youth Jumbo Print Tee White,92.0,545,545,377
9196835,Android Pocket Youth Tee Green,90.0,547,547,378
9188264,Google Tee Grey,90.0,548,547,378
9196703,Google Red YoYo,89.0,550,549,379
9188314,Android Hipster Pin,89.0,551,549,379
9195847,Google Pen Red,89.0,549,549,379
9196725,Google Women's Tech Fleece Vest Charcoal,88.0,552,552,380
9195555,Google Unisex Eco Tee Black,88.0,553,552,380
9196423,Flamingo and Friends Tee Blue,88.0,557,552,380
9199206,Google Land & Sea French Terry Sweatshirt,88.0,554,552,380
9196704,Google Blue YoYo,88.0,555,552,380
9196440,Stan and Friends Toddler Tee Green,88.0,556,552,380
9196904,#IamRemarkable Lapel Pin,86.0,558,558,381
9188333,Google Tonal Tee Coral,85.0,560,559,382
9195844,Google Pen Lilac,85.0,559,559,382
9196269,Google Pride Sticker,84.0,562,561,383
9196798,Android Iconic Pen,84.0,561,561,383
9197968,Google Mountain View Campus Ladies Tee,84.0,564,561,383
9196426,Stan and Friends Tee Green,84.0,563,561,383
9197042,Google Toddler Hero Tee Black,83.0,565,565,384
9195843,Google Pen Neon Coral,82.0,566,566,385
9196912,#IamRemarkable Ladies T-Shirt,82.0,569,566,385
9197329,#IamRemarkable Pen,82.0,568,566,385
9197585,Google Seattle Campus Sticker,82.0,567,566,385
9196909,#IamRemarkable Unisex T-Shirt,81.0,571,570,386
9195941,Google Striped Penny Pouch,81.0,570,570,386
9195796,YouTube Icon Tee Charcoal,80.0,575,572,387
9195737,Google Campus Bike Eco Tee Navy,80.0,573,572,387
9197992,Google Jotter Task Pad,80.0,574,572,387
9196949,Google NYC Campus Lapel Pin,80.0,572,572,387
9196746,Google Women's Softshell Moss,79.0,576,576,388
9197039,Google Toddler Hero Tee Black,78.0,577,577,389
9195907,Youth Jumbo Print Tee White,78.0,578,577,389
9196919,#IamRemarkable Unisex Hoodie,78.0,579,577,389
9195920,Google Summer19 Crew Grey,78.0,580,577,389
9197398,Google LA Campus Sticker,76.0,587,581,390
9184856,Google Tee Yellow,76.0,588,581,390
9196896,Google Cork Tablet Case,76.0,586,581,390
9196285,Google Women's Pride Eco-Tee Black,76.0,585,581,390
9196971,Google NYC Campus Sticker,76.0,583,581,390
9196684,Google Toddler Hero Tee Olive,76.0,581,581,390
9188200,Google Pen Grey,76.0,584,581,390
9195795,YouTube Icon Tee Charcoal,76.0,582,581,390
9196807,Android Pocket Tee Green,75.0,589,589,391
9196286,Google Women's Pride Eco-Tee Black,75.0,590,589,391
9197973,Google Sunnyvale Campus Ladies Tee,74.0,592,591,392
9196438,Stan and Friends Youth Tee Green,74.0,595,591,392
9196453,Google Beekeepers Onesie Pink,74.0,594,591,392
9197359,Google Boulder Campus Ladies Tee,74.0,591,591,392
9197962,Google Sunnyvale Campus Unisex Tee,74.0,593,591,392
9197388,Google LA Campus Zip Hoodie,73.0,596,596,393
9196639,Google Red Speckled Tee,72.0,597,597,394
9196773,Google Women's Tech Fleece Grey,71.0,598,598,395
9188313,Android Geek Pin,71.0,600,598,395
9196999,Google Chicago Campus Tote,71.0,599,598,395
9197346,Google Boulder Campus Unisex Tee,70.0,604,601,396
9197007,Google Austin Campus Unisex Tee,70.0,601,601,396
9195024,Google Women's Kirkland Pullover,70.0,602,601,396
9196434,Stan and Friends Onesie Green,70.0,603,601,396
9196815,Android Pocket Tee Navy,69.0,605,605,397
9195909,Youth Jumbo Print Tee White,67.0,606,606,398
9196267,Google Small White Gift Bag 5/PK,65.0,607,607,399
9196404,Android Garden Tee Orange,65.0,610,607,399
9196839,Android Pocket Youth Tee Navy,65.0,608,607,399
9196871,Google Tech Taco,65.0,609,607,399
9197018,Google Austin Campus Zip Hoodie,64.0,615,611,400
9197022,Google Austin Campus Zip Hoodie,64.0,614,611,400
9195389,Google Youth F/C Pullover Hoodie,64.0,612,611,400
9195765,Google Tee Mint Green,64.0,611,611,400
9197982,Google Mountain View Campus Zip Hoodie,64.0,617,611,400
9197990,Google Sunnyvale Campus Zip Hoodie,64.0,616,611,400
9196405,Android Garden Tee Orange,64.0,613,611,400
9196802,Android Iconic Pin,63.0,618,618,401
9194992,Google Women's Grid Zip-Up,63.0,619,618,401
9196778,Google Sherpa Vest Black,63.0,620,618,401
9196705,Google Yellow YoYo,62.0,621,621,402
9195010,Google Men's Discovery Lt. Rain Shell,62.0,622,621,402
9196833,Android Pocket Youth Tee Green,60.0,624,623,403
9196415,Google Beekeepers Tee Mint,60.0,623,623,403
9188193,Google Cloth & Pouch Black,60.0,627,623,403
9196932,Google Cambridge Campus Ladies Tee,60.0,626,623,403
9199079,Google Land & Sea Women's Eco Tee,60.0,625,623,403
9197565,Google PNW Campus Tote,59.0,628,628,404
9195076,Google Tee F/C Black,58.0,629,629,405
9199168,BLM Unisex Pullover Hoodie,58.0,630,629,405
9196454,Google Beekeepers Onesie Pink,56.0,631,631,406
9197419,Google SF Campus Ladies Tee,56.0,637,631,406
9197813,Google Medium Pet Leash (Red/Yellow),56.0,639,631,406
9197597,Google Kirkland Campus Ladies Tee,56.0,636,631,406
9196444,Google Beekeepers Youth Tee Pink,56.0,638,631,406
9196987,Google Chicago Campus Ladies Tee,56.0,634,631,406
9197970,Google Mountain View Campus Ladies Tee,56.0,632,631,406
9196448,Google Beekeepers Toddler Tee Pink,56.0,635,631,406
9196425,Stan and Friends Tee Green,56.0,633,631,406
9196923,Google Cambridge Campus Bottle,55.0,640,640,407
9200318,Google Black Cloud Zip Hoodie,55.0,644,640,407
9195845,Google Pen Grass Green,55.0,641,640,407
9196726,Google Women's Tech Fleece Vest Charcoal,55.0,643,640,407
9199225,Google Land & Sea Mug,55.0,645,640,407
9197367,Google Boulder Campus Bottle,55.0,642,640,407
9195207,Google Tudes Recycled Tee,54.0,646,646,408
9196408,Android Garden Tee Orange,52.0,647,647,409
9196844,Android Iconic 4&quot; Decal,50.0,648,648,410
9195012,Google Women's Discovery Lt. Rain Shell,49.0,649,649,411
9195934,Google Confetti Pen White,48.0,653,650,412
9196634,Google Red Speckled Tee,48.0,652,650,412
9195209,Google Tudes Recycled Tee,48.0,651,650,412
9196406,Android Garden Tee Orange,48.0,650,650,412
9196627,Google Navy Speckled Tee,48.0,654,650,412
9184961,YouTube Women's Favorite Tee White,47.0,655,655,413
9197366,Google Boulder Campus Sticker,46.0,656,656,414
9196867,Stainless Bent Straw/Cleaner,46.0,657,656,414
9188270,Google Tee Grey,45.0,658,658,415
9197424,Google SF Campus Lapel Pin,44.0,662,659,416
9196619,Google Crewneck Sweatshirt Green,44.0,660,659,416
9196852,Android Iconic Crewneck Sweatshirt,44.0,663,659,416
9196943,Google Cambridge Campus Sticker,44.0,659,659,416
9196853,Android Iconic Crewneck Sweatshirt,44.0,661,659,416
9196962,Google NYC Campus Ladies Tee,42.0,670,664,417
9197971,Google Mountain View Campus Ladies Tee,42.0,668,664,417
9196449,Google Beekeepers Toddler Tee Pink,42.0,667,664,417
9197383,Google LA Campus Unisex Tee,42.0,669,664,417
9196986,Google Chicago Campus Ladies Tee,42.0,671,664,417
9196860,Google Recycled Pen Green,42.0,665,664,417
9197579,Google Seattle Campus Ladies Tee,42.0,664,664,417
9196441,Stan and Friends Toddler Tee Green,42.0,666,664,417
9197573,Google Seattle Campus Unisex Tee,42.0,672,664,417
9195803,YouTube Icon Tee Grey,40.0,675,673,418
9199077,Google Land & Sea Women's Eco Tee,40.0,674,673,418
9196905,#IamRemarkable Unisex T-Shirt,40.0,673,673,418
9197003,Google Austin Campus Lapel Pin,39.0,676,676,419
9196900,#IamRemarkable Tote,38.0,677,677,420
9196682,Google Toddler Hero Tee Olive,38.0,679,677,420
9196730,Google Cotopaxi Shell,38.0,678,677,420
9195554,Google Unisex Eco Tee Black,36.0,681,680,421
9197993,Android Jotter Task Pad,36.0,680,680,421
9180867,Google Frisbee,36.0,682,680,421
9197397,Google LA Campus Lapel Pin,36.0,683,680,421
9195714,Google Women's Eco Tee Black,35.0,684,684,422
9195390,Google Youth F/C Pullover Hoodie,32.0,701,685,423
9197980,Google Mountain View Campus Zip Hoodie,32.0,696,685,423
9196933,Google Cambridge Campus Ladies Tee,32.0,697,685,423
9196937,Google Cambridge Campus Zip Hoodie,32.0,693,685,423
9196969,Google NYC Campus Zip Hoodie,32.0,688,685,423
9197019,Google Austin Campus Zip Hoodie,32.0,686,685,423
9196929,Google Cambridge Campus Unisex Tee,32.0,685,685,423
9196421,Flamingo and Friends Tee Blue,32.0,699,685,423
9197382,Google LA Campus Unisex Tee,32.0,703,685,423
9195030,Google Tudes Thermal Bottle,32.0,692,685,423
9196409,Android Garden Tee Orange,32.0,704,685,423
9197983,Google Mountain View Campus Zip Hoodie,32.0,687,685,423
9197357,Google Boulder Campus Zip Hoodie,32.0,690,685,423
9195740,Google Dino Game Tee,32.0,694,685,423
9197979,Google Mountain View Campus Zip Hoodie,32.0,700,685,423
9196910,#IamRemarkable Unisex T-Shirt,32.0,702,685,423
9197384,Google LA Campus Zip Hoodie,32.0,689,685,423
9197404,Google SF Campus Unisex Tee,32.0,695,685,423
9196940,Google Cambridge Campus Zip Hoodie,32.0,698,685,423
9196865,Google Bottle Cleaner,32.0,691,685,423
9197947,Google Sunnyvale Campus Sticker,31.0,705,705,424
9197949,Google Sunnyvale Campus Tote,30.0,706,706,425
9196944,Google Cambridge Campus Tote,30.0,707,706,425
9197946,Google Mountain View Campus Sticker,29.0,708,708,426
9184848,Google Tee Red,29.0,709,708,426
9197560,Google PNW Campus Ladies Tee,28.0,722,710,427
9196416,Google Beekeepers Tee Mint,28.0,716,710,427
9196456,Google Beekeepers Onesie Pink,28.0,711,710,427
9197598,Google Kirkland Campus Ladies Tee,28.0,712,710,427
9196455,Google Beekeepers Onesie Pink,28.0,721,710,427
9197596,Google Kirkland Campus Ladies Tee,28.0,724,710,427
9197976,Google Sunnyvale Campus Ladies Tee,28.0,713,710,427
9197581,Google Seattle Campus Ladies Tee,28.0,710,710,427
9197975,Google Sunnyvale Campus Ladies Tee,28.0,719,710,427
9197361,Google Boulder Campus Ladies Tee,28.0,718,710,427
9195759,Google Tee Mint Green,28.0,715,710,427
9197595,Google Kirkland Campus Unisex Tee,28.0,723,710,427
9197016,Google Austin Campus Ladies Tee,28.0,714,710,427
9196988,Google Chicago Campus Ladies Tee,28.0,720,710,427
9196446,Google Beekeepers Youth Tee Pink,28.0,717,710,427
9196920,#IamRemarkable Unisex Hoodie,26.0,725,725,428
9196836,Android Pocket Youth Tee Green,25.0,728,726,429
9196976,Google Chicago Campus Lapel Pin,25.0,727,726,429
9196834,Android Pocket Youth Tee Green,25.0,726,726,429
9196799,Android Iconic Bottle Black,24.0,734,729,430
9196620,Google Heather Green Speckled Tee,24.0,731,729,430
9197602,Google Kirkland Campus Sticker,24.0,735,729,430
9197364,Google Boulder Campus Tote,24.0,729,729,430
9195213,Google Tudes Recycled Tee,24.0,732,729,430
9195888,Unisex Google Jumbo Print Tee White,24.0,733,729,430
9197567,Google PNW Campus Sticker,24.0,730,729,430
9196810,Android Pocket Tee Navy,23.0,737,736,431
9197584,Google Seattle Campus Lapel Pin,23.0,739,736,431
9196803,Android Pocket Tee Green,23.0,736,736,431
9196804,Android Pocket Tee Green,23.0,738,736,431
9196915,#IamRemarkable Ladies T-Shirt,22.0,740,740,432
9197566,Google PNW Campus Lapel Pin,21.0,742,741,433
9196713,Google Split Seam Tee Olive,21.0,741,741,433
9196837,Android Pocket Youth Tee Green,20.0,745,743,434
9197604,Google Bellevue Campus Sticker,20.0,743,743,434
9199081,Google Land & Sea Women's Eco Tee,20.0,744,743,434
9196696,Google Youth Hero Tee Grey,19.0,746,746,435
9197972,Google Mountain View Campus Ladies Tee,18.0,754,747,436
9196925,Google Cambridge Campus Unisex Tee,18.0,752,747,436
9195793,YouTube Icon Tee Charcoal,18.0,750,747,436
9196430,Stan and Friends Tee Green,18.0,753,747,436
9197562,Google PNW Campus Ladies Tee,18.0,747,747,436
9195800,YouTube Icon Tee Grey,18.0,751,747,436
9188325,Google Tonal Tee Spearmint,18.0,749,747,436
9197564,Google PNW Campus Ladies Tee,18.0,748,747,436
9197365,Google Boulder Campus Lapel Pin,17.0,755,755,437
9196418,Flamingo and Friends Tee Blue,16.0,759,756,438
9195878,Unisex Google Pocket Tee Grey,16.0,760,756,438
9195880,Unisex Google Pocket Tee Grey,16.0,758,756,438
9195914,Womens Google Striped LS,16.0,757,756,438
9196422,Flamingo and Friends Tee Blue,16.0,756,756,438
9196921,Google Cambridge Campus Lapel Pin,15.0,761,761,439
9197345,Google Boulder Campus Unisex Tee,14.0,762,762,440
9196980,Google Chicago Campus Unisex Tee,14.0,764,762,440
9195745,Google Mountain View Tee Red,14.0,763,762,440
9197348,Google Boulder Campus Unisex Tee,14.0,775,762,440
9196439,Stan and Friends Youth Tee Green,14.0,774,762,440
9197393,Google LA Campus Ladies Tee,14.0,776,762,440
9196435,Stan and Friends Onesie Green,14.0,765,762,440
9197711,Google PNW Campus Unisex Tee,14.0,773,762,440
9196963,Google NYC Campus Ladies Tee,14.0,779,762,440
9197712,Google PNW Campus Unisex Tee,14.0,778,762,440
9195780,Google Women's Ringer Tee,14.0,766,762,440
9197563,Google PNW Campus Ladies Tee,14.0,781,762,440
9196930,Google Cambridge Campus Unisex Tee,14.0,771,762,440
9197351,Google Boulder Campus Unisex Tee,14.0,772,762,440
9197600,Google Kirkland Campus Ladies Tee,14.0,767,762,440
9197006,Google Austin Campus Unisex Tee,14.0,770,762,440
9197590,Google Kirkland Campus Unisex Tee,14.0,783,762,440
9196450,Google Beekeepers Toddler Tee Pink,14.0,768,762,440
9197360,Google Boulder Campus Ladies Tee,14.0,777,762,440
9196985,Google Chicago Campus Unisex Tee,14.0,782,762,440
9197561,Google PNW Campus Ladies Tee,14.0,769,762,440
9197395,Google LA Campus Ladies Tee,14.0,780,762,440
9195075,Google Tee F/C Black,12.0,784,784,441
9195070,Google Tee F/C Black,12.0,785,784,441
9196914,#IamRemarkable Ladies T-Shirt,10.0,786,786,442
9197601,Google Kirkland Campus Lapel Pin,6.0,789,787,443
9188230,Android Flex Journal White,6.0,787,787,443
9188206,Google Separating Keyring,6.0,788,787,443
9184832,Google Light Pen Yellow,2.0,790,790,444
