item_id,item_name,total_revenue,revenue_contribution_pct
9196432,Stan and Friends Onesie Green,102.0,0.03
9197955,Google Mountain View Campus Unisex Tee,102.0,0.03
9197392,Google LA Campus Ladies Tee,102.0,0.03
9196411,Google Beekeepers Tee Mint,102.0,0.03
9197381,Google LA Campus Unisex Tee,102.0,0.03
9196442,Stan and Friends Toddler Tee Green,102.0,0.03
9181148,Gift Card- $100.00,100.0,0.03
9197396,Google LA Campus Tote,100.0,0.03
9199207,Google Land & Sea French Terry Sweatshirt,99.0,0.03
9196744,Google Men's Softshell Moss,99.0,0.03
9197015,Google Austin Campus Ladies Tee,98.0,0.03
9195016,Google Women's Discovery Lt. Rain Shell,98.0,0.03
9195790,YouTube Icon Tee Charcoal,98.0,0.03
9196443,Stan and Friends Toddler Tee Green,98.0,0.03
9196961,Google NYC Campus Ladies Tee,98.0,0.03
9195011,Google Men's Discovery Lt. Rain Shell,98.0,0.03
9197591,Google Kirkland Campus Unisex Tee,98.0,0.03
9195017,Google Women's Discovery Lt. Rain Shell,98.0,0.03
9197985,Google Sunnyvale Campus Zip Hoodie,96.0,0.03
9195910,Womens Google Striped LS,96.0,0.03
9195826,YouTube Standards Zip Hoodie Black,96.0,0.03
9196686,Google Youth Badge Tee Navy,96.0,0.03
9195208,Google Tudes Recycled Tee,96.0,0.03
9195883,Unisex Google Pocket Tee Grey,96.0,0.03
9196964,Google NYC Campus Zip Hoodie,96.0,0.03
9197041,Google Toddler Hero Tee Black,96.0,0.03
9196641,Google Toddler Tee White,95.0,0.03
9196683,Google Toddler Hero Tee Olive,95.0,0.03
9195908,Youth Jumbo Print Tee White,92.0,0.03
9197040,Google Toddler Hero Tee Black,92.0,0.03
9188264,Google Tee Grey,90.0,0.03
9196835,Android Pocket Youth Tee Green,90.0,0.03
9188314,Android Hipster Pin,89.0,0.03
9195847,Google Pen Red,89.0,0.03
9196703,Google Red YoYo,89.0,0.03
9199206,Google Land & Sea French Terry Sweatshirt,88.0,0.03
9195555,Google Unisex Eco Tee Black,88.0,0.03
9196423,Flamingo and Friends Tee Blue,88.0,0.03
9196725,Google Women's Tech Fleece Vest Charcoal,88.0,0.03
9196440,Stan and Friends Toddler Tee Green,88.0,0.03
9196704,Google Blue YoYo,88.0,0.03
9196904,#IamRemarkable Lapel Pin,86.0,0.03
9195844,Google Pen Lilac,85.0,0.03
9188333,Google Tonal Tee Coral,85.0,0.03
9196269,Google Pride Sticker,84.0,0.03
9196798,Android Iconic Pen,84.0,0.03
9197968,Google Mountain View Campus Ladies Tee,84.0,0.03
9196426,Stan and Friends Tee Green,84.0,0.03
9197042,Google Toddler Hero Tee Black,83.0,0.03
9197329,#IamRemarkable Pen,82.0,0.03
9197585,Google Seattle Campus Sticker,82.0,0.03
9196912,#IamRemarkable Ladies T-Shirt,82.0,0.03
9195843,Google Pen Neon Coral,82.0,0.03
9196909,#IamRemarkable Unisex T-Shirt,81.0,0.03
9195941,Google Striped Penny Pouch,81.0,0.03
9195737,Google Campus Bike Eco Tee Navy,80.0,0.03
9195796,YouTube Icon Tee Charcoal,80.0,0.03
9196949,Google NYC Campus Lapel Pin,80.0,0.03
9197992,Google Jotter Task Pad,80.0,0.03
9196746,Google Women's Softshell Moss,79.0,0.03
9197039,Google Toddler Hero Tee Black,78.0,0.03
9196919,#IamRemarkable Unisex Hoodie,78.0,0.03
9195920,Google Summer19 Crew Grey,78.0,0.03
9195907,Youth Jumbo Print Tee White,78.0,0.03
9184856,Google Tee Yellow,76.0,0.02
9196971,Google NYC Campus Sticker,76.0,0.02
9196684,Google Toddler Hero Tee Olive,76.0,0.02
9196285,Google Women's Pride Eco-Tee Black,76.0,0.02
9195795,YouTube Icon Tee Charcoal,76.0,0.02
9197398,Google LA Campus Sticker,76.0,0.02
9196896,Google Cork Tablet Case,76.0,0.02
9188200,Google Pen Grey,76.0,0.02
9196807,Android Pocket Tee Green,75.0,0.02
9196286,Google Women's Pride Eco-Tee Black,75.0,0.02
9197962,Google Sunnyvale Campus Unisex Tee,74.0,0.02
9196438,Stan and Friends Youth Tee Green,74.0,0.02
9197359,Google Boulder Campus Ladies Tee,74.0,0.02
9197973,Google Sunnyvale Campus Ladies Tee,74.0,0.02
9196453,Google Beekeepers Onesie Pink,74.0,0.02
9197388,Google LA Campus Zip Hoodie,73.0,0.02
9196639,Google Red Speckled Tee,72.0,0.02
9196999,Google Chicago Campus Tote,71.0,0.02
9196773,Google Women's Tech Fleece Grey,71.0,0.02
9188313,Android Geek Pin,71.0,0.02
9195024,Google Women's Kirkland Pullover,70.0,0.02
9197346,Google Boulder Campus Unisex Tee,70.0,0.02
9197007,Google Austin Campus Unisex Tee,70.0,0.02
9196434,Stan and Friends Onesie Green,70.0,0.02
9196815,Android Pocket Tee Navy,69.0,0.02
9195909,Youth Jumbo Print Tee White,67.0,0.02
9196267,Google Small White Gift Bag 5/PK,65.0,0.02
9196404,Android Garden Tee Orange,65.0,0.02
9196871,Google Tech Taco,65.0,0.02
9196839,Android Pocket Youth Tee Navy,65.0,0.02
9196405,Android Garden Tee Orange,64.0,0.02
9197018,Google Austin Campus Zip Hoodie,64.0,0.02
9197990,Google Sunnyvale Campus Zip Hoodie,64.0,0.02
9195389,Google Youth F/C Pullover Hoodie,64.0,0.02
9197022,Google Austin Campus Zip Hoodie,64.0,0.02
9197982,Google Mountain View Campus Zip Hoodie,64.0,0.02
9195765,Google Tee Mint Green,64.0,0.02
9196778,Google Sherpa Vest Black,63.0,0.02
9194992,Google Women's Grid Zip-Up,63.0,0.02
9196802,Android Iconic Pin,63.0,0.02
9196705,Google Yellow YoYo,62.0,0.02
9195010,Google Men's Discovery Lt. Rain Shell,62.0,0.02
9199079,Google Land & Sea Women's Eco Tee,60.0,0.02
9196415,Google Beekeepers Tee Mint,60.0,0.02
9196932,Google Cambridge Campus Ladies Tee,60.0,0.02
9188193,Google Cloth & Pouch Black,60.0,0.02
9196833,Android Pocket Youth Tee Green,60.0,0.02
9197565,Google PNW Campus Tote,59.0,0.02
9195076,Google Tee F/C Black,58.0,0.02
9199168,BLM Unisex Pullover Hoodie,58.0,0.02
9196425,Stan and Friends Tee Green,56.0,0.02
9196444,Google Beekeepers Youth Tee Pink,56.0,0.02
9197419,Google SF Campus Ladies Tee,56.0,0.02
9197970,Google Mountain View Campus Ladies Tee,56.0,0.02
9197597,Google Kirkland Campus Ladies Tee,56.0,0.02
9197813,Google Medium Pet Leash (Red/Yellow),56.0,0.02
9196448,Google Beekeepers Toddler Tee Pink,56.0,0.02
9196987,Google Chicago Campus Ladies Tee,56.0,0.02
9196454,Google Beekeepers Onesie Pink,56.0,0.02
9200318,Google Black Cloud Zip Hoodie,55.0,0.02
9197367,Google Boulder Campus Bottle,55.0,0.02
9196726,Google Women's Tech Fleece Vest Charcoal,55.0,0.02
9195845,Google Pen Grass Green,55.0,0.02
9199225,Google Land & Sea Mug,55.0,0.02
9196923,Google Cambridge Campus Bottle,55.0,0.02
9195207,Google Tudes Recycled Tee,54.0,0.02
9196408,Android Garden Tee Orange,52.0,0.02
9196844,Android Iconic 4&quot; Decal,50.0,0.02
9195012,Google Women's Discovery Lt. Rain Shell,49.0,0.02
9195934,Google Confetti Pen White,48.0,0.02
9196634,Google Red Speckled Tee,48.0,0.02
9196627,Google Navy Speckled Tee,48.0,0.02
9195209,Google Tudes Recycled Tee,48.0,0.02
9196406,Android Garden Tee Orange,48.0,0.02
9184961,YouTube Women's Favorite Tee White,47.0,0.02
9196867,Stainless Bent Straw/Cleaner,46.0,0.01
9197366,Google Boulder Campus Sticker,46.0,0.01
9188270,Google Tee Grey,45.0,0.01
9196943,Google Cambridge Campus Sticker,44.0,0.01
9196619,Google Crewneck Sweatshirt Green,44.0,0.01
9196853,Android Iconic Crewneck Sweatshirt,44.0,0.01
9197424,Google SF Campus Lapel Pin,44.0,0.01
9196852,Android Iconic Crewneck Sweatshirt,44.0,0.01
9197383,Google LA Campus Unisex Tee,42.0,0.01
9197579,Google Seattle Campus Ladies Tee,42.0,0.01
9196441,Stan and Friends Toddler Tee Green,42.0,0.01
9196962,Google NYC Campus Ladies Tee,42.0,0.01
9197971,Google Mountain View Campus Ladies Tee,42.0,0.01
9196986,Google Chicago Campus Ladies Tee,42.0,0.01
9196860,Google Recycled Pen Green,42.0,0.01
9196449,Google Beekeepers Toddler Tee Pink,42.0,0.01
9197573,Google Seattle Campus Unisex Tee,42.0,0.01
9195803,YouTube Icon Tee Grey,40.0,0.01
9196905,#IamRemarkable Unisex T-Shirt,40.0,0.01
9199077,Google Land & Sea Women's Eco Tee,40.0,0.01
9197003,Google Austin Campus Lapel Pin,39.0,0.01
9196900,#IamRemarkable Tote,38.0,0.01
9196682,Google Toddler Hero Tee Olive,38.0,0.01
9196730,Google Cotopaxi Shell,38.0,0.01
9197397,Google LA Campus Lapel Pin,36.0,0.01
9195554,Google Unisex Eco Tee Black,36.0,0.01
9180867,Google Frisbee,36.0,0.01
9197993,Android Jotter Task Pad,36.0,0.01
9195714,Google Women's Eco Tee Black,35.0,0.01
9196409,Android Garden Tee Orange,32.0,0.01
9196937,Google Cambridge Campus Zip Hoodie,32.0,0.01
9197019,Google Austin Campus Zip Hoodie,32.0,0.01
9196933,Google Cambridge Campus Ladies Tee,32.0,0.01
9196910,#IamRemarkable Unisex T-Shirt,32.0,0.01
9195390,Google Youth F/C Pullover Hoodie,32.0,0.01
9196865,Google Bottle Cleaner,32.0,0.01
9197983,Google Mountain View Campus Zip Hoodie,32.0,0.01
9197980,Google Mountain View Campus Zip Hoodie,32.0,0.01
9197382,Google LA Campus Unisex Tee,32.0,0.01
9197384,Google LA Campus Zip Hoodie,32.0,0.01
9196929,Google Cambridge Campus Unisex Tee,32.0,0.01
9197979,Google Mountain View Campus Zip Hoodie,32.0,0.01
9196969,Google NYC Campus Zip Hoodie,32.0,0.01
9197404,Google SF Campus Unisex Tee,32.0,0.01
9196940,Google Cambridge Campus Zip Hoodie,32.0,0.01
9195030,Google Tudes Thermal Bottle,32.0,0.01
9196421,Flamingo and Friends Tee Blue,32.0,0.01
9195740,Google Dino Game Tee,32.0,0.01
9197357,Google Boulder Campus Zip Hoodie,32.0,0.01
9197947,Google Sunnyvale Campus Sticker,31.0,0.01
9197949,Google Sunnyvale Campus Tote,30.0,0.01
9196944,Google Cambridge Campus Tote,30.0,0.01
9184848,Google Tee Red,29.0,0.01
9197946,Google Mountain View Campus Sticker,29.0,0.01
9197598,Google Kirkland Campus Ladies Tee,28.0,0.01
9196455,Google Beekeepers Onesie Pink,28.0,0.01
9196446,Google Beekeepers Youth Tee Pink,28.0,0.01
9196456,Google Beekeepers Onesie Pink,28.0,0.01
9197976,Google Sunnyvale Campus Ladies Tee,28.0,0.01
9196416,Google Beekeepers Tee Mint,28.0,0.01
9196988,Google Chicago Campus Ladies Tee,28.0,0.01
9197560,Google PNW Campus Ladies Tee,28.0,0.01
9197016,Google Austin Campus Ladies Tee,28.0,0.01
9197596,Google Kirkland Campus Ladies Tee,28.0,0.01
9197361,Google Boulder Campus Ladies Tee,28.0,0.01
9197581,Google Seattle Campus Ladies Tee,28.0,0.01
9197595,Google Kirkland Campus Unisex Tee,28.0,0.01
9195759,Google Tee Mint Green,28.0,0.01
9197975,Google Sunnyvale Campus Ladies Tee,28.0,0.01
9196920,#IamRemarkable Unisex Hoodie,26.0,0.01
9196836,Android Pocket Youth Tee Green,25.0,0.01
9196834,Android Pocket Youth Tee Green,25.0,0.01
9196976,Google Chicago Campus Lapel Pin,25.0,0.01
9197567,Google PNW Campus Sticker,24.0,0.01
9197364,Google Boulder Campus Tote,24.0,0.01
9195888,Unisex Google Jumbo Print Tee White,24.0,0.01
9196799,Android Iconic Bottle Black,24.0,0.01
9195213,Google Tudes Recycled Tee,24.0,0.01
9197602,Google Kirkland Campus Sticker,24.0,0.01
9196620,Google Heather Green Speckled Tee,24.0,0.01
9196803,Android Pocket Tee Green,23.0,0.01
9196804,Android Pocket Tee Green,23.0,0.01
9196810,Android Pocket Tee Navy,23.0,0.01
9197584,Google Seattle Campus Lapel Pin,23.0,0.01
9196915,#IamRemarkable Ladies T-Shirt,22.0,0.01
9196713,Google Split Seam Tee Olive,21.0,0.01
9197566,Google PNW Campus Lapel Pin,21.0,0.01
9196837,Android Pocket Youth Tee Green,20.0,0.01
9197604,Google Bellevue Campus Sticker,20.0,0.01
9199081,Google Land & Sea Women's Eco Tee,20.0,0.01
9196696,Google Youth Hero Tee Grey,19.0,0.01
9195793,YouTube Icon Tee Charcoal,18.0,0.01
9196925,Google Cambridge Campus Unisex Tee,18.0,0.01
9188325,Google Tonal Tee Spearmint,18.0,0.01
9197564,Google PNW Campus Ladies Tee,18.0,0.01
9197972,Google Mountain View Campus Ladies Tee,18.0,0.01
9196430,Stan and Friends Tee Green,18.0,0.01
9195800,YouTube Icon Tee Grey,18.0,0.01
9197562,Google PNW Campus Ladies Tee,18.0,0.01
9197365,Google Boulder Campus Lapel Pin,17.0,0.01
9196418,Flamingo and Friends Tee Blue,16.0,0.01
9195880,Unisex Google Pocket Tee Grey,16.0,0.01
9195878,Unisex Google Pocket Tee Grey,16.0,0.01
9195914,Womens Google Striped LS,16.0,0.01
9196422,Flamingo and Friends Tee Blue,16.0,0.01
9196921,Google Cambridge Campus Lapel Pin,15.0,0.0
9197563,Google PNW Campus Ladies Tee,14.0,0.0
9196450,Google Beekeepers Toddler Tee Pink,14.0,0.0
9197393,Google LA Campus Ladies Tee,14.0,0.0
9197561,Google PNW Campus Ladies Tee,14.0,0.0
9197360,Google Boulder Campus Ladies Tee,14.0,0.0
9195745,Google Mountain View Tee Red,14.0,0.0
9197600,Google Kirkland Campus Ladies Tee,14.0,0.0
9197348,Google Boulder Campus Unisex Tee,14.0,0.0
9197395,Google LA Campus Ladies Tee,14.0,0.0
9197712,Google PNW Campus Unisex Tee,14.0,0.0
9197711,Google PNW Campus Unisex Tee,14.0,0.0
9196980,Google Chicago Campus Unisex Tee,14.0,0.0
9196439,Stan and Friends Youth Tee Green,14.0,0.0
9197006,Google Austin Campus Unisex Tee,14.0,0.0
9196985,Google Chicago Campus Unisex Tee,14.0,0.0
9197590,Google Kirkland Campus Unisex Tee,14.0,0.0
9196963,Google NYC Campus Ladies Tee,14.0,0.0
9196930,Google Cambridge Campus Unisex Tee,14.0,0.0
9197345,Google Boulder Campus Unisex Tee,14.0,0.0
9196435,Stan and Friends Onesie Green,14.0,0.0
9195780,Google Women's Ringer Tee,14.0,0.0
9197351,Google Boulder Campus Unisex Tee,14.0,0.0
9195075,Google Tee F/C Black,12.0,0.0
9195070,Google Tee F/C Black,12.0,0.0
9196914,#IamRemarkable Ladies T-Shirt,10.0,0.0
9188206,Google Separating Keyring,6.0,0.0
9197601,Google Kirkland Campus Lapel Pin,6.0,0.0
9188230,Android Flex Journal White,6.0,0.0
9184832,Google Light Pen Yellow,2.0,0.0
